"Subject","ID","Context","Stimulus","Truth Value","RT","Category","Correct","Check","PrsntOrd","Column1",,,
109,39,"Aujourd'hui les gens ne se parlent plus face à face :","tout le monde utilise son téléphone portable.","V",3.226,"Control","V","",3,"",,,
109,40,"C'est une habitude chez nous après le diner : ","tout le monde regarde la télévision.","V",4.187,"Control","V","",6,"",,,
110,1,"Dans cet hôtel, les clients ne sont pas contents du service :","personne n'aime rien ici.","F",8.052,"Critical1 NC","F","",5,"1NC",,,
110,2,"Dans notre famille on est tous allergique à l'alcool : ","personne ne boit rien dans les soirées.","V",5.187,"Critical1 NC","V","",23,"1NC",,,
110,3,"Tous les profs s'ennuient en conseil de classe : ","personne ne dit rien pendant les réunions.","V",5.619,"Critical1 NC","V","",20,"1NC",,,
110,4,"Il fait vraiment trop chaud aujourd'hui :  ","personne ne fait rien dehors. ","V",6.771,"Critical1 NC","V","",7,"1NC",,,
110,5,"Les profs se plaignent tous que les élèves n'étudient pas pendant les vacances : ","personne ne lit rien en été.","F",8.722,"Critical1 NC","F","",30,"1NC",,,
110,6,"Depuis toujours, cette cantine est absolument infecte : ","personne ne mange rien ici.","V",5.809,"Critical1 NC","V","",37,"1NC",,,
110,7,"Dans ce pays, la monnaie n'a plus aucune valeur : ","personne ne met rien à la banque.","F",3.928,"Critical1 NC","F","",32,"1NC",,,
110,8,"On vient de couper l'électricité et il fait tout noir ici : ","personne ne voit rien dans la pièce.","F",7.146,"Critical1 NC","F","",15,"1NC",,,
110,9,"Dans ce restaurant on trouve toujours quelque chose de bon : ","personne n'aime rien dans les plats proposés.","V",6.474,"Critical2 DN","V","",11,"3DN",,,
110,10,"Chez les jeunes, la consommation d'alcool est effrayante :  ","personne ne boit rien dans les soirées.","F",7.018,"Critical2 DN","F","",26,"3DN",,,
110,11,"Chez nous, les profs veulent tous donner leur avis : ","personne ne dit rien pendant les réunions.","V",6.171,"Critical2 DN","V","",21,"3DN",,,
110,12,"A l'approche des dates butoir, tout le monde travaille dur pour finir à temps :","personne ne fait rien ces jours-là.","F",6.97,"Critical2 DN","F","",40,"3DN",,,
110,13,"Dans cette école exceptionnelle, absolument tous les élèves font leurs devoirs : ","personne ne lit rien pour sa classe.","V",16.39,"Critical2 DN","V","",19,"3DN",,,
110,14,"Même quand on fait un régime, il faut se nourrir : ","personne ne mange rien pendant un mois.","F",11.03,"Critical2 DN","F","",8,"3DN",,,
110,15,"La plupart des gens amassent un tas de bricoles inutiles :","personne ne met rien dans son placard.","F",7.29,"Critical2 DN","F","",35,"3DN",,,
110,16,"Les études cognitives nous montrent que même les aveugles ont une vision inconsciente : ","personne ne voit rien du tout.","V",7.115,"Critical2 DN","V","",2,"3DN",,,
110,17,"La rupture avec son copain l'a complètement déprimée : ","Noëlle n'aime rien en ce moment.","F",5.65,"Critical3 NegOb","V","1",13,"",,,
110,18,"Quand on sort, il faut un chauffeur sobre : ","Raoul ne boit rien aujourd'hui.","F",7.578,"Critical3 NegOb","V","1",16,"",,,
110,19,"Parce qu'elle est très timide, ","Aline ne dit rien pendant les cours.","F",8.244,"Critical3 NegOb","F","",1,"",,,
110,20,"Comme elle est très religieuse, ","Marla ne fait rien le dimanche.","F",6.619,"Critical3 NegOb","F","",22,"",,,
110,21,"Comme elle travaille comme relectrice toute la semaine, ","Marie ne lit rien le week-end.","F",7.611,"Critical3 NegOb","F","",10,"",,,
110,22,"Pour bien digerer, ","les gens ne mangent rien le soir.","F",7.036,"Critical3 NegOb","V","1",29,"",,,
110,23,"Comme il est très dépensier, ","Julien ne met rien de coté pour l'avenir.","V",4.754,"Critical3 NegOb","V","",33,"",,,
110,24,"Elle est très intelligente mais elle a la tête dans les nuages : ","Lucie ne voit rien autour d'elle.","F",5.187,"Critical3 NegOb","F","",38,"",,,
110,25,"Quand on s'amuse, on a pas toujours envie de rester sobre : ","personne n'aime l'eau dans les fêtes.","F",6.939,"Critical4 NegSub","V","1",3,"",,,
110,26,"Dans ce bar, il y a de l'ambiance et on consomme beaucoup d'alcool : ","personne ne boit d'eau ici.","F",5.139,"Critical4 NegSub","F","",31,"",,,
110,27,"Tout le monde fait très attention pendant ce cours : ","personne ne dit mot pendant une heure.","V",6.819,"Critical4 NegSub","V","",9,"",,,
110,28,"Beaucoup de gens se lèvent très tôt pendant la semaine, ","personne ne fait ça le dimanche.","F",6.883,"Critical4 NegSub","V","1",36,"",,,
110,29,"Tous les meubles d'Ikea viennent avec des notices de montage : ","personne ne lit ça en général.","V",6.674,"Critical4 NegSub","V","",14,"",,,
110,30,"Les oeufs sont difficiles à digérer. On en mange plutôt le matin ou le midi : ","personne ne mange ça le soir. ","F",7.451,"Critical4 NegSub","F","",28,"",,,
110,31,"Les mini-jupes sont super à la mode : ","mais personne ne met ça à l'église.","F",5.972,"Critical4 NegSub","F","",18,"",,,
110,32,"Dans la brousse, les gens se promènent tout nu : ","personne ne voit ça ici.","F",7.075,"Critical4 NegSub","F","",24,"",,,
110,33,"Il y a un match de foot cet après-midi :","tout le monde va au stade.","F",6.628,"Control","F","",6,"",,,
110,34,"La leçon d'aujourd'hui n'était pas trop claire :","chaque élève avait des questions de clarification.","V",8.483,"Control","V","",27,"",,,
110,35,"Son ordi est cassé :","Alain va en acheter un nouveau.","F",5.665,"Control","F","",25,"",,,
110,36,"Il fait vraiment très beau aujourd'hui :","tout le monde est dehors.","F",6.338,"Control","F","",12,"",,,
110,37,"Demain, c'est un long week-end :","tout le monde part à la campagne.","V",5.212,"Control","V","",4,"",,,
110,38,"Le printemps est arrivé :","tous les arbres sont en fleurs.","F",4.619,"Control","F","",39,"",,,
110,39,"Aujourd'hui les gens ne se parlent plus face à face :","tout le monde utilise son téléphone portable.","V",13.48,"Control","V","",17,"",,,
110,40,"C'est une habitude chez nous après le diner : ","tout le monde regarde la télévision.","V",7.689,"Control","V","",34,"",,,
111,1,"Dans cet hôtel, les clients ne sont pas contents du service :","personne n'aime rien ici.","F",13.92,"Critical1 NC","F","",1,"1NC",,,
111,2,"Dans notre famille on est tous allergique à l'alcool : ","personne ne boit rien dans les soirées.","V",5.57,"Critical1 NC","V","",21,"1NC",,,
111,3,"Tous les profs s'ennuient en conseil de classe : ","personne ne dit rien pendant les réunions.","V",7.779,"Critical1 NC","V","",7,"1NC",,,
111,4,"Il fait vraiment trop chaud aujourd'hui :  ","personne ne fait rien dehors. ","V",3.978,"Critical1 NC","V","",18,"1NC",,,
111,5,"Les profs se plaignent tous que les élèves n'étudient pas pendant les vacances : ","personne ne lit rien en été.","F",6.019,"Critical1 NC","F","",30,"1NC",,,
111,6,"Depuis toujours, cette cantine est absolument infecte : ","personne ne mange rien ici.","V",4.113,"Critical1 NC","V","",38,"1NC",,,
111,7,"Dans ce pays, la monnaie n'a plus aucune valeur : ","personne ne met rien à la banque.","F",6.411,"Critical1 NC","F","",32,"1NC",,,
111,8,"On vient de couper l'électricité et il fait tout noir ici : ","personne ne voit rien dans la pièce.","F",7.154,"Critical1 NC","F","",12,"1NC",,,
111,9,"Dans ce restaurant on trouve toujours quelque chose de bon : ","personne n'aime rien dans les plats proposés.","V",10.6,"Critical2 DN","V","",35,"3DN",,,
111,10,"Chez les jeunes, la consommation d'alcool est effrayante :  ","personne ne boit rien dans les soirées.","F",4.801,"Critical2 DN","F","",37,"3DN",,,
111,11,"Chez nous, les profs veulent tous donner leur avis : ","personne ne dit rien pendant les réunions.","V",6.875,"Critical2 DN","V","",15,"3DN",,,
111,12,"A l'approche des dates butoir, tout le monde travaille dur pour finir à temps :","personne ne fait rien ces jours-là.","F",7.258,"Critical2 DN","F","",3,"3DN",,,
111,13,"Dans cette école exceptionnelle, absolument tous les élèves font leurs devoirs : ","personne ne lit rien pour sa classe.","V",10.93,"Critical2 DN","V","",23,"3DN",,,
111,14,"Même quand on fait un régime, il faut se nourrir : ","personne ne mange rien pendant un mois.","F",5.602,"Critical2 DN","F","",27,"3DN",,,
111,15,"La plupart des gens amassent un tas de bricoles inutiles :","personne ne met rien dans son placard.","F",4.587,"Critical2 DN","F","",16,"3DN",,,
111,16,"Les études cognitives nous montrent que même les aveugles ont une vision inconsciente : ","personne ne voit rien du tout.","V",9.993,"Critical2 DN","V","",9,"3DN",,,
111,17,"La rupture avec son copain l'a complètement déprimée : ","Noëlle n'aime rien en ce moment.","V",5.85,"Critical3 NegOb","V","",13,"",,,
111,18,"Quand on sort, il faut un chauffeur sobre : ","Raoul ne boit rien aujourd'hui.","V",6.674,"Critical3 NegOb","V","",26,"",,,
111,19,"Parce qu'elle est très timide, ","Aline ne dit rien pendant les cours.","F",3.442,"Critical3 NegOb","F","",10,"",,,
111,20,"Comme elle est très religieuse, ","Marla ne fait rien le dimanche.","F",3.409,"Critical3 NegOb","F","",36,"",,,
111,21,"Comme elle travaille comme relectrice toute la semaine, ","Marie ne lit rien le week-end.","F",4.642,"Critical3 NegOb","F","",25,"",,,
111,22,"Pour bien digerer, ","les gens ne mangent rien le soir.","V",5.915,"Critical3 NegOb","V","",2,"",,,
111,23,"Comme il est très dépensier, ","Julien ne met rien de coté pour l'avenir.","V",4.172,"Critical3 NegOb","V","",17,"",,,
111,24,"Elle est très intelligente mais elle a la tête dans les nuages : ","Lucie ne voit rien autour d'elle.","F",4.802,"Critical3 NegOb","F","",34,"",,,
111,25,"Quand on s'amuse, on a pas toujours envie de rester sobre : ","personne n'aime l'eau dans les fêtes.","V",7.473,"Critical4 NegSub","V","",4,"",,,
111,26,"Dans ce bar, il y a de l'ambiance et on consomme beaucoup d'alcool : ","personne ne boit d'eau ici.","F",7.13,"Critical4 NegSub","F","",40,"",,,
111,27,"Tout le monde fait très attention pendant ce cours : ","personne ne dit mot pendant une heure.","V",4.642,"Critical4 NegSub","V","",28,"",,,
111,28,"Beaucoup de gens se lèvent très tôt pendant la semaine, ","personne ne fait ça le dimanche.","V",4.635,"Critical4 NegSub","V","",14,"",,,
111,29,"Tous les meubles d'Ikea viennent avec des notices de montage : ","personne ne lit ça en général.","V",6.643,"Critical4 NegSub","V","",8,"",,,
111,30,"Les oeufs sont difficiles à digérer. On en mange plutôt le matin ou le midi : ","personne ne mange ça le soir. ","F",7.875,"Critical4 NegSub","F","",19,"",,,
111,31,"Les mini-jupes sont super à la mode : ","mais personne ne met ça à l'église.","F",3.482,"Critical4 NegSub","F","",33,"",,,
111,32,"Dans la brousse, les gens se promènent tout nu : ","personne ne voit ça ici.","F",3.69,"Critical4 NegSub","F","",24,"",,,
111,33,"Il y a un match de foot cet après-midi :","tout le monde va au stade.","F",3.794,"Control","F","",5,"",,,
111,34,"La leçon d'aujourd'hui n'était pas trop claire :","chaque élève avait des questions de clarification.","V",5.81,"Control","V","",39,"",,,
111,35,"Son ordi est cassé :","Alain va en acheter un nouveau.","F",2.955,"Control","F","",29,"",,,
111,36,"Il fait vraiment très beau aujourd'hui :","tout le monde est dehors.","F",3.986,"Control","F","",31,"",,,
111,37,"Demain, c'est un long week-end :","tout le monde part à la campagne.","V",3.276,"Control","V","",11,"",,,
111,38,"Le printemps est arrivé :","tous les arbres sont en fleurs.","F",3.467,"Control","F","",20,"",,,
111,39,"Aujourd'hui les gens ne se parlent plus face à face :","tout le monde utilise son téléphone portable.","V",3.882,"Control","V","",22,"",,,
111,40,"C'est une habitude chez nous après le diner : ","tout le monde regarde la télévision.","V",4.38,"Control","V","",6,"",,,
112,1,"Dans cet hôtel, les clients ne sont pas contents du service :","personne n'aime rien ici.","F",4.059,"Critical1 NC","F","",25,"1NC",,,
112,2,"Dans notre famille on est tous allergique à l'alcool : ","personne ne boit rien dans les soirées.","F",10.31,"Critical1 NC","V","1",19,"4NC Mismatch",,,
112,3,"Tous les profs s'ennuient en conseil de classe : ","personne ne dit rien pendant les réunions.","V",3.058,"Critical1 NC","V","",40,"1NC",,,
112,4,"Il fait vraiment trop chaud aujourd'hui :  ","personne ne fait rien dehors. ","F",9.819,"Critical1 NC","V","1",12,"4NC Mismatch",,,
112,5,"Les profs se plaignent tous que les élèves n'étudient pas pendant les vacances : ","personne ne lit rien en été.","F",4.082,"Critical1 NC","F","",35,"1NC",,,
112,6,"Depuis toujours, cette cantine est absolument infecte : ","personne ne mange rien ici.","V",3.89,"Critical1 NC","V","",10,"1NC",,,
112,7,"Dans ce pays, la monnaie n'a plus aucune valeur : ","personne ne met rien à la banque.","F",5.419,"Critical1 NC","F","",27,"1NC",,,
112,8,"On vient de couper l'électricité et il fait tout noir ici : ","personne ne voit rien dans la pièce.","F",7.754,"Critical1 NC","F","",4,"1NC",,,
112,9,"Dans ce restaurant on trouve toujours quelque chose de bon : ","personne n'aime rien dans les plats proposés.","V",5.131,"Critical2 DN","V","",29,"3DN",,,
112,10,"Chez les jeunes, la consommation d'alcool est effrayante :  ","personne ne boit rien dans les soirées.","F",8.786,"Critical2 DN","F","",9,"3DN",,,
112,11,"Chez nous, les profs veulent tous donner leur avis : ","personne ne dit rien pendant les réunions.","V",5.394,"Critical2 DN","V","",18,"3DN",,,
112,12,"A l'approche des dates butoir, tout le monde travaille dur pour finir à temps :","personne ne fait rien ces jours-là.","F",4.82,"Critical2 DN","F","",32,"3DN",,,
112,13,"Dans cette école exceptionnelle, absolument tous les élèves font leurs devoirs : ","personne ne lit rien pour sa classe.","V",10.68,"Critical2 DN","V","",39,"3DN",,,
112,14,"Même quand on fait un régime, il faut se nourrir : ","personne ne mange rien pendant un mois.","F",7.012,"Critical2 DN","F","",2,"3DN",,,
112,15,"La plupart des gens amassent un tas de bricoles inutiles :","personne ne met rien dans son placard.","F",4.666,"Critical2 DN","F","",21,"3DN",,,
112,16,"Les études cognitives nous montrent que même les aveugles ont une vision inconsciente : ","personne ne voit rien du tout.","V",6.217,"Critical2 DN","V","",11,"3DN",,,
112,17,"La rupture avec son copain l'a complètement déprimée : ","Noëlle n'aime rien en ce moment.","V",3.955,"Critical3 NegOb","V","",13,"",,,
112,18,"Quand on sort, il faut un chauffeur sobre : ","Raoul ne boit rien aujourd'hui.","V",6.233,"Critical3 NegOb","V","",3,"",,,
112,19,"Parce qu'elle est très timide, ","Aline ne dit rien pendant les cours.","F",4.434,"Critical3 NegOb","F","",8,"",,,
112,20,"Comme elle est très religieuse, ","Marla ne fait rien le dimanche.","F",3.05,"Critical3 NegOb","F","",24,"",,,
112,21,"Comme elle travaille comme relectrice toute la semaine, ","Marie ne lit rien le week-end.","F",4.059,"Critical3 NegOb","F","",16,"",,,
112,22,"Pour bien digerer, ","les gens ne mangent rien le soir.","V",3.299,"Critical3 NegOb","V","",33,"",,,
112,23,"Comme il est très dépensier, ","Julien ne met rien de coté pour l'avenir.","V",3.371,"Critical3 NegOb","V","",28,"",,,
112,24,"Elle est très intelligente mais elle a la tête dans les nuages : ","Lucie ne voit rien autour d'elle.","F",7.259,"Critical3 NegOb","F","",36,"",,,
112,25,"Quand on s'amuse, on a pas toujours envie de rester sobre : ","personne n'aime l'eau dans les fêtes.","V",5.123,"Critical4 NegSub","V","",15,"",,,
112,26,"Dans ce bar, il y a de l'ambiance et on consomme beaucoup d'alcool : ","personne ne boit d'eau ici.","F",4.625,"Critical4 NegSub","F","",23,"",,,
112,27,"Tout le monde fait très attention pendant ce cours : ","personne ne dit mot pendant une heure.","V",6.035,"Critical4 NegSub","V","",7,"",,,
112,28,"Beaucoup de gens se lèvent très tôt pendant la semaine, ","personne ne fait ça le dimanche.","V",3.418,"Critical4 NegSub","V","",34,"",,,
112,29,"Tous les meubles d'Ikea viennent avec des notices de montage : ","personne ne lit ça en général.","V",3.522,"Critical4 NegSub","V","",37,"",,,
112,30,"Les oeufs sont difficiles à digérer. On en mange plutôt le matin ou le midi : ","personne ne mange ça le soir. ","F",5.355,"Critical4 NegSub","F","",20,"",,,
112,31,"Les mini-jupes sont super à la mode : ","mais personne ne met ça à l'église.","F",3.355,"Critical4 NegSub","F","",30,"",,,
112,32,"Dans la brousse, les gens se promènent tout nu : ","personne ne voit ça ici.","F",9.371,"Critical4 NegSub","F","",1,"",,,
112,33,"Il y a un match de foot cet après-midi :","tout le monde va au stade.","F",8.411,"Control","F","",26,"",,,
112,34,"La leçon d'aujourd'hui n'était pas trop claire :","chaque élève avait des questions de clarification.","V",3.97,"Control","V","",22,"",,,
112,35,"Son ordi est cassé :","Alain va en acheter un nouveau.","F",2.385,"Control","F","",38,"",,,
112,36,"Il fait vraiment très beau aujourd'hui :","tout le monde est dehors.","F",5.833,"Control","F","",5,"",,,
112,37,"Demain, c'est un long week-end :","tout le monde part à la campagne.","V",3.195,"Control","V","",17,"",,,
112,38,"Le printemps est arrivé :","tous les arbres sont en fleurs.","F",2.491,"Control","F","",14,"",,,
112,39,"Aujourd'hui les gens ne se parlent plus face à face :","tout le monde utilise son téléphone portable.","V",5.234,"Control","V","",6,"",,,
112,40,"C'est une habitude chez nous après le diner : ","tout le monde regarde la télévision.","V",3.771,"Control","V","",31,"",,,
113,1,"Dans cet hôtel, les clients ne sont pas contents du service :","personne n'aime rien ici.","F",8.243,"Critical1 NC","F","",27,"1NC",,,
113,2,"Dans notre famille on est tous allergique à l'alcool : ","personne ne boit rien dans les soirées.","V",8.098,"Critical1 NC","V","",3,"1NC",,,
113,3,"Tous les profs s'ennuient en conseil de classe : ","personne ne dit rien pendant les réunions.","V",12.57,"Critical1 NC","V","",24,"1NC",,,
113,4,"Il fait vraiment trop chaud aujourd'hui :  ","personne ne fait rien dehors. ","V",5.233,"Critical1 NC","V","",32,"1NC",,,
113,5,"Les profs se plaignent tous que les élèves n'étudient pas pendant les vacances : ","personne ne lit rien en été.","F",10.41,"Critical1 NC","F","",37,"1NC",,,
113,6,"Depuis toujours, cette cantine est absolument infecte : ","personne ne mange rien ici.","F",14.53,"Critical1 NC","V","1",10,"4NC Mismatch",,,
113,7,"Dans ce pays, la monnaie n'a plus aucune valeur : ","personne ne met rien à la banque.","V",10.84,"Critical1 NC","F","1",20,"4NC Mismatch",,,
113,8,"On vient de couper l'électricité et il fait tout noir ici : ","personne ne voit rien dans la pièce.","V",11.37,"Critical1 NC","F","1",14,"4NC Mismatch",,,
113,9,"Dans ce restaurant on trouve toujours quelque chose de bon : ","personne n'aime rien dans les plats proposés.","V",9.98,"Critical2 DN","V","",38,"3DN",,,
113,10,"Chez les jeunes, la consommation d'alcool est effrayante :  ","personne ne boit rien dans les soirées.","F",9.779,"Critical2 DN","F","",33,"3DN",,,
113,11,"Chez nous, les profs veulent tous donner leur avis : ","personne ne dit rien pendant les réunions.","V",11.06,"Critical2 DN","V","",9,"3DN",,,
113,12,"A l'approche des dates butoir, tout le monde travaille dur pour finir à temps :","personne ne fait rien ces jours-là.","F",15.01,"Critical2 DN","F","",16,"3DN",,,
113,13,"Dans cette école exceptionnelle, absolument tous les élèves font leurs devoirs : ","personne ne lit rien pour sa classe.","V",19.36,"Critical2 DN","V","",5,"3DN",,,
113,14,"Même quand on fait un régime, il faut se nourrir : ","personne ne mange rien pendant un mois.","F",6.98,"Critical2 DN","F","",21,"3DN",,,
113,15,"La plupart des gens amassent un tas de bricoles inutiles :","personne ne met rien dans son placard.","F",10.36,"Critical2 DN","F","",13,"3DN",,,
113,16,"Les études cognitives nous montrent que même les aveugles ont une vision inconsciente : ","personne ne voit rien du tout.","V",7.827,"Critical2 DN","V","",28,"3DN",,,
113,17,"La rupture avec son copain l'a complètement déprimée : ","Noëlle n'aime rien en ce moment.","V",6.01,"Critical3 NegOb","V","",18,"",,,
113,18,"Quand on sort, il faut un chauffeur sobre : ","Raoul ne boit rien aujourd'hui.","V",5.362,"Critical3 NegOb","V","",25,"",,,
113,19,"Parce qu'elle est très timide, ","Aline ne dit rien pendant les cours.","F",3.788,"Critical3 NegOb","F","",39,"",,,
113,20,"Comme elle est très religieuse, ","Marla ne fait rien le dimanche.","F",6.146,"Critical3 NegOb","F","",2,"",,,
113,21,"Comme elle travaille comme relectrice toute la semaine, ","Marie ne lit rien le week-end.","F",5.691,"Critical3 NegOb","F","",35,"",,,
113,22,"Pour bien digerer, ","les gens ne mangent rien le soir.","V",3.947,"Critical3 NegOb","V","",7,"",,,
113,23,"Comme il est très dépensier, ","Julien ne met rien de coté pour l'avenir.","V",4.17,"Critical3 NegOb","V","",30,"",,,
113,24,"Elle est très intelligente mais elle a la tête dans les nuages : ","Lucie ne voit rien autour d'elle.","F",7.993,"Critical3 NegOb","F","",15,"",,,
113,25,"Quand on s'amuse, on a pas toujours envie de rester sobre : ","personne n'aime l'eau dans les fêtes.","V",17.59,"Critical4 NegSub","V","",1,"",,,
113,26,"Dans ce bar, il y a de l'ambiance et on consomme beaucoup d'alcool : ","personne ne boit d'eau ici.","F",8.674,"Critical4 NegSub","F","",31,"",,,
113,27,"Tout le monde fait très attention pendant ce cours : ","personne ne dit mot pendant une heure.","V",9.796,"Critical4 NegSub","V","",40,"",,,
113,28,"Beaucoup de gens se lèvent très tôt pendant la semaine, ","personne ne fait ça le dimanche.","V",7.9,"Critical4 NegSub","V","",6,"",,,
113,29,"Tous les meubles d'Ikea viennent avec des notices de montage : ","personne ne lit ça en général.","V",7.801,"Critical4 NegSub","V","",19,"",,,
113,30,"Les oeufs sont difficiles à digérer. On en mange plutôt le matin ou le midi : ","personne ne mange ça le soir. ","F",9.748,"Critical4 NegSub","F","",22,"",,,
113,31,"Les mini-jupes sont super à la mode : ","mais personne ne met ça à l'église.","F",5.026,"Critical4 NegSub","F","",11,"",,,
113,32,"Dans la brousse, les gens se promènent tout nu : ","personne ne voit ça ici.","F",5.068,"Critical4 NegSub","F","",29,"",,,
113,33,"Il y a un match de foot cet après-midi :","tout le monde va au stade.","F",3.787,"Control","F","",23,"",,,
113,34,"La leçon d'aujourd'hui n'était pas trop claire :","chaque élève avait des questions de clarification.","V",5.94,"Control","V","",36,"",,,
113,35,"Son ordi est cassé :","Alain va en acheter un nouveau.","F",2.796,"Control","F","",12,"",,,
113,36,"Il fait vraiment très beau aujourd'hui :","tout le monde est dehors.","F",5.554,"Control","F","",4,"",,,
113,37,"Demain, c'est un long week-end :","tout le monde part à la campagne.","V",5.506,"Control","V","",17,"",,,
113,38,"Le printemps est arrivé :","tous les arbres sont en fleurs.","F",3.138,"Control","F","",8,"",,,
113,39,"Aujourd'hui les gens ne se parlent plus face à face :","tout le monde utilise son téléphone portable.","V",10.42,"Control","V","",26,"",,,
113,40,"C'est une habitude chez nous après le diner : ","tout le monde regarde la télévision.","V",3.259,"Control","V","",34,"",,,
114,1,"Dans cet hôtel, les clients ne sont pas contents du service :","personne n'aime rien ici.","F",7.347,"Critical1 NC","F","",5,"1NC",,,
114,2,"Dans notre famille on est tous allergique à l'alcool : ","personne ne boit rien dans les soirées.","V",7.427,"Critical1 NC","V","",14,"1NC",,,
114,3,"Tous les profs s'ennuient en conseil de classe : ","personne ne dit rien pendant les réunions.","V",4.786,"Critical1 NC","V","",27,"1NC",,,
114,4,"Il fait vraiment trop chaud aujourd'hui :  ","personne ne fait rien dehors. ","V",3.202,"Critical1 NC","V","",24,"1NC",,,
114,5,"Les profs se plaignent tous que les élèves n'étudient pas pendant les vacances : ","personne ne lit rien en été.","F",5.756,"Critical1 NC","F","",17,"1NC",,,
114,6,"Depuis toujours, cette cantine est absolument infecte : ","personne ne mange rien ici.","V",5.93,"Critical1 NC","V","",33,"1NC",,,
114,7,"Dans ce pays, la monnaie n'a plus aucune valeur : ","personne ne met rien à la banque.","F",4.713,"Critical1 NC","F","",37,"1NC",,,
114,8,"On vient de couper l'électricité et il fait tout noir ici : ","personne ne voit rien dans la pièce.","F",8.898,"Critical1 NC","F","",7,"1NC",,,
114,9,"Dans ce restaurant on trouve toujours quelque chose de bon : ","personne n'aime rien dans les plats proposés.","F",8.674,"Critical2 DN","V","1",40,"2DN Mismatch",,,
114,10,"Chez les jeunes, la consommation d'alcool est effrayante :  ","personne ne boit rien dans les soirées.","F",5.825,"Critical2 DN","F","",16,"3DN",,,
114,11,"Chez nous, les profs veulent tous donner leur avis : ","personne ne dit rien pendant les réunions.","F",19.9,"Critical2 DN","V","1",1,"2DN Mismatch",,,
114,12,"A l'approche des dates butoir, tout le monde travaille dur pour finir à temps :","personne ne fait rien ces jours-là.","F",7.003,"Critical2 DN","F","",35,"3DN",,,
114,13,"Dans cette école exceptionnelle, absolument tous les élèves font leurs devoirs : ","personne ne lit rien pour sa classe.","F",7.763,"Critical2 DN","V","1",22,"2DN Mismatch",,,
114,14,"Même quand on fait un régime, il faut se nourrir : ","personne ne mange rien pendant un mois.","V",6.756,"Critical2 DN","F","1",28,"2DN Mismatch",,,
114,15,"La plupart des gens amassent un tas de bricoles inutiles :","personne ne met rien dans son placard.","V",7.026,"Critical2 DN","F","1",10,"2DN Mismatch",,,
114,16,"Les études cognitives nous montrent que même les aveugles ont une vision inconsciente : ","personne ne voit rien du tout.","V",7.539,"Critical2 DN","V","",13,"3DN",,,
114,17,"La rupture avec son copain l'a complètement déprimée : ","Noëlle n'aime rien en ce moment.","F",6.937,"Critical3 NegOb","V","1",15,"",,,
114,18,"Quand on sort, il faut un chauffeur sobre : ","Raoul ne boit rien aujourd'hui.","V",4.626,"Critical3 NegOb","V","",21,"",,,
114,19,"Parce qu'elle est très timide, ","Aline ne dit rien pendant les cours.","F",4.73,"Critical3 NegOb","F","",4,"",,,
114,20,"Comme elle est très religieuse, ","Marla ne fait rien le dimanche.","F",3.756,"Critical3 NegOb","F","",34,"",,,
114,21,"Comme elle travaille comme relectrice toute la semaine, ","Marie ne lit rien le week-end.","F",6.145,"Critical3 NegOb","F","",9,"",,,
114,22,"Pour bien digerer, ","les gens ne mangent rien le soir.","V",3.723,"Critical3 NegOb","V","",30,"",,,
114,23,"Comme il est très dépensier, ","Julien ne met rien de coté pour l'avenir.","V",4.715,"Critical3 NegOb","V","",18,"",,,
114,24,"Elle est très intelligente mais elle a la tête dans les nuages : ","Lucie ne voit rien autour d'elle.","F",7.243,"Critical3 NegOb","F","",36,"",,,
114,25,"Quand on s'amuse, on a pas toujours envie de rester sobre : ","personne n'aime l'eau dans les fêtes.","V",5.546,"Critical4 NegSub","V","",20,"",,,
114,26,"Dans ce bar, il y a de l'ambiance et on consomme beaucoup d'alcool : ","personne ne boit d'eau ici.","F",4.539,"Critical4 NegSub","F","",23,"",,,
114,27,"Tout le monde fait très attention pendant ce cours : ","personne ne dit mot pendant une heure.","V",5.898,"Critical4 NegSub","V","",11,"",,,
114,28,"Beaucoup de gens se lèvent très tôt pendant la semaine, ","personne ne fait ça le dimanche.","V",5.707,"Critical4 NegSub","V","",32,"",,,
114,29,"Tous les meubles d'Ikea viennent avec des notices de montage : ","personne ne lit ça en général.","F",4.576,"Critical4 NegSub","V","1",39,"",,,
114,30,"Les oeufs sont difficiles à digérer. On en mange plutôt le matin ou le midi : ","personne ne mange ça le soir. ","F",7.595,"Critical4 NegSub","F","",3,"",,,
114,31,"Les mini-jupes sont super à la mode : ","mais personne ne met ça à l'église.","F",5.795,"Critical4 NegSub","F","",6,"",,,
114,32,"Dans la brousse, les gens se promènent tout nu : ","personne ne voit ça ici.","F",6.482,"Critical4 NegSub","F","",26,"",,,
114,33,"Il y a un match de foot cet après-midi :","tout le monde va au stade.","F",4.345,"Control","F","",12,"",,,
114,34,"La leçon d'aujourd'hui n'était pas trop claire :","chaque élève avait des questions de clarification.","V",8.961,"Control","V","",29,"",,,
114,35,"Son ordi est cassé :","Alain va en acheter un nouveau.","F",5.138,"Control","F","",31,"",,,
114,36,"Il fait vraiment très beau aujourd'hui :","tout le monde est dehors.","F",4.779,"Control","F","",38,"",,,
114,37,"Demain, c'est un long week-end :","tout le monde part à la campagne.","V",4.602,"Control","V","",19,"",,,
114,38,"Le printemps est arrivé :","tous les arbres sont en fleurs.","F",4.098,"Control","F","",25,"",,,
